id	genero	edad	colegio	estrato	ingles	curso	pregrado	semestre	uso_carrera	frecuencia_ocio	frecuencia_academico	baby	please	Thank you	sorry	Hello	Goodbye	Bitch	Break	Brainstorming	Bot	Match	Influencer	Like	Crush	Dealer	Random	Ship	Troll	Mainstream	Freak	Hater	Follower	Brother	Feedback	Feeling	Fuck	Shit	Damn	Hype	Marketplace	What	Why	Where	When	Who	How	Whatever	Wherever	whenever	Whoever	however	Always	Sugar_daddy	Sugar_baby	Babe	Ok	Lol	Btw	Wait	Nice	Maybe	Omg	yes	not	wtf	idk	anyway	not_worry	but	so	spoiler	crazy	shut_up	slay	honey	cunt	loser	man	love	no_way	because	help	of_course	weird	blue_jean	round_point	dude	love_you	otros	total	medio	frec1	frec2	frec3	frec4	frec5	frec6	frec7	frec8	frec9	frec10	frec11	total	razon1	razon2	razon3	razon4	razon5	razon6	razon7
59	1	22	0	2	0	4	2	8	2	0	2	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	3	3	3	3	2	1	1	1	2	2	1	22	2	2	1	1	1	1	3
60	0	22	0	1	1	5	2	5	2	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	22	2	1	2	1	1	1	3	3	2	3	2	2	21	2	3	2	3	2	2	2
61	0	22	0	3	1	6	2	4	1	1	0	1	0	0	0	0	0	0	0		0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	3	2	2	3	3	1	2	2	1	3	24	1	3	1	1	2	1	3
62	1	21	1	1	0	3	2	6	2	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	3	3	3	3	3	1	1	1	3	2	1	24	3	1	1	1	1	1	1
63	0	28	1	2	0	2	2	4	2	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	2	2	2	2	2	1	1	2	2	2	20	1	1	1	1	1	1	1
64	1	26	0	2	0	2	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1
65	1	24	0	1	0	5	1	8	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	3	3	1	3	1	3	1	1	3	2	2	23	3	3	1	1	2	1	3
66	0	21	0	1	0	3	1	7	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	49	0	3	3	2	3	3	1	2	1	3	3	2	26	1	3	2	1	1	1	3
67	1	23	0	3	0	1	1	5	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	3	3	2	3	3	1	1	1	3	3	3	26	2	1	1	1	1	1	3
68	1	27	0	2	0	5	1	8	1	2	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	3	3	3	3	3	3	1	1	3	2	3	28	1	2	2	1	1	1	1
69	1	22	0	3	0	3	1	7	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	3	2	2	3	3	3	1	1	3	3	3	27	2	2	1	1	1	1	2
70	0	23	0	2	0	4	1	7	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	2	2	1	2	1	2	1	1	2	3	2	19	2	3	1	2	3	3	1
71	1	20	0	2	0	5	1	7	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	2	1	1	1	2	2	2	1	2	3	3	3	21	1	2	1	1	1	1	2
72	1	20	1	2	1	4	1	7	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	31	2	1	1	2	2	1	2	1	1	3	3	3	20	1	3	1	1	1	1	3
73	1	32	0	2	0	3	1	9	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	3	2	3	2	1	1	1	3	2	3	24	3	2	1	1	1	1	3
74	0	23	0	1	2	5	1	9	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1	1	1	2	2	1	1	1	3	3	2	18	2	3	3	2	2	2	1
75	0	22	0	1	0	4	1	6	1	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	1	1	1	1	1	1	1	3	1	1	3	15	1	2	1	1	1	1	1
76	1	21	0	2	0	5	1	8	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	3	3	1	3	1	1	1	1	1	1	3	19	1	1	1	1	1	1	1
77	1	26	0	1	1	2	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	3	3	3	3	3	1	1	1	3	3	3	27	1	1	1	1	1	1	3
78	1	26	0	3	1	5	0	9	0	2	0	1	1	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	2	2	3	2	3	1	1	1	1	3	3	3	23	3	3	1	1	1	1	3
79	0	18	0	1	1	4	0	4	1	1	0	1	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	3	3	3	3	3	1	2	1	3	3	3	28	3	1	1	1	3	1	1
80	1	22	0	3	1	6	0	7	1	2	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	2	1	2	2	1	1	1	2	3	2	3	20	3	3	1	1	1	1	2
81	1	23	0	3	1	3	0	6	1	1	0	1	0	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	35	2	3	2	2	3	3	1	1	1	3	3	3	25	2	3	3	1	2	1	3
82	1	22	0	2	0	5	0	8	0	1	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	1	3	3	1	3	1	1	1	1	3	3	3	23	3	3	1	2	2	1	3
83	1	29	0	2	1	4	0	5	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	3	2	3	3	2	2	1	1	3	3	3	26	2	3	1	1	1	1	3
84	1	21	0	2	0	5	0	7	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	2	2	2	2	2	2	1	1	3	1	1	19	2	3	1	1	1	1	2
85	1	24	0	3	1	1	0	7	0	2	0	1	1	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	46	2	3	3	3	3	3	1	2	1	3	3	3	28	3	3	1	1	1	1	2
86	1	20	0	3	0	4	0	7	1	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	2	3	2	1	2	3	1	1	1	3	2	3	22	3	2	1	1	1	1	3
87	1	24	0	1	0	5	1	10	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	3	3	3	3	3	1	1	1	2	1	2	23	2	3	1	1	1	1	3
88	1	23	1	3	2	6	0	7	2	2	2	0	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	1	3	3	3	3	3	2	1	3	3	3	3	30	3	1	1	1	1	1	3
89	1	21	0	2	0	5	0	7	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	3	3	2	3	1	2	1	1	3	2	2	23	3	3	1	2	2	1	1
90	1	28	0	4	2	5	0	6	1	2	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	24	1	3	3	2	2	2	1	2	1	3	3	3	25	1	2	1	1	1	1	2
91	1	22	0	4	2	5	0	8	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	3	3	2	2	1	1	1	2	2	3	3	23	1	1	1	1	2	2	1
92	1	22	0	2	0	2	0	6	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	3	1	3	3	2	1	1	3	1	1	22	3	1	1	1	1	1	2
93	1	24	0	2	2	6	0	4	1	2	2	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	23	2	2	2	2	2	2	1	1	1	3	3	3	22	2	1	1	1	1	1	3
94	0	55	0	2	0	5	0	8	1	0	0	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	2	2	2	3	1	3	1	2	3	3	3	25	2	2	1	1	1	1	3
95	0	21	1	5	2	6	0	5	2	2	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	48	2	3	3	3	3	1	1	1	2	3	3	3	26	3	1	1	1	1	1	3
96	1	22	0	2	0	4	0	4	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	2	2	2	2	2	2	2	2	2	3	23	1	1	1	1	1	1	2
97	1	21	0	3	2	6	0	5	2	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	45	2	3	3	1	3	1	1	1	1	3	3	3	23	3	1	1	1	1	1	3
98	0	22	0	1	0	2	0	5	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	14	0	1	1	1	1	1	1	1	1	2	3	3	16	1	2	1	1	1	1	2
99	0	23	0	2	1	6	0	6	1	2	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	2	3	2	2	3	1	1	1	2	3	3	3	24	1	1	1	1	1	1	2
100	1	29	0	3	0	3	0	7	1	1	0	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	2	3	3	3	3	3	2	1	2	3	2	3	28	2	2	1	1	1	1	3
101	1	27	0	3	2	6	0	9	1	2	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	40	2	3	3	3	3	2	1	1	2	3	2	3	26	1	1	1	1	1	1	1
102	0	27	1	3	0	0	0	6	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	3	3	3	3	2	2	1	1	2	3	3	26	3	2	2	1	1	1	1
103	1	29	0	2	0	5	3	9	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	2	3	3	1	1	1	2	1	1	3	3	3	22	3	3	3	2	2	2	1
104	0	28	0	3	0	4	3	9	2	1	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	3	3	3	2	1	2	1	1	3	3	3	25	3	3	1	1	2	3	3
105	0	24	1	3	2	5	3	10	2	2	1	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	2	3	3	2	3	3	1	1	1	3	3	3	26	1	2	2	1	1	1	2
106	0	24	0	3	1	5	3	10	2	2	1	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	2	3	3	2	3	3	3	1	1	3	3	3	28	3	3	1	1	2	1	3
107	0	23	0	3	1	6	3	10	2	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	3	3	2	3	3	3	3	3	3	3	3	32	3	1	1	1	1	1	3
108	0	25	0	2	2	5	3	10	2	2	2	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	2	3	3	3	3	3	3	1	1	3	3	3	29	2	2	1	1	1	1	3
109	0	23	0	2	1	4	3	10	2	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	2	2	1	2	2	2	2	2	2	2	2	21	1	1	1	1	1	1	3
110	0	26	0	3	1	5	3	10	2	2	2	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	3	1	3	2	1	1	1	3	3	3	23	2	2	1	1	1	1	2
111	0	26	1	4	0	5	3	10	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	2	3	1	2	1	2	1	1	3	3	3	22	2	2	1	1	2	1	3
112	0	23	0	2	2	6	3	10	2	2	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	2	2	2	2	2	1	1	1	1	3	3	3	21	1	3	2	1	1	1	2
113	1	19	1	3	2	6	0	6	1	2	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	2	3	3	3	3	2	2	1	1	3	3	3	27	2	2	1	1	1	1	3
114	0	25	0	3	0	1	0	8	1	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	0	2	2	1	1	1	1	1	1	3	2	2	17	3	1	2	3	3	3	1
115	0	25	0	2	0	5	0	8	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	3	2	2	2	1	1	1	3	3	3	23	3	3	1	1	1	1	3
116	1	21	0	2	2	6	0	7	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	2	3	3	3	2	2	1	1	1	3	3	3	25	3	3	2	1	1	1	3
117	1	40	1	3	2	6	0	7	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	3	3	3	3	1	2	1	1	3	3	3	26	1	1	1	1	1	1	1
118	1	25	0	3	0	4	1	7	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	3	3	3	2	1	1	2	1	3	3	3	25	2	1	1	1	3	2	2
